id_post,user,Description,Likes
BaWHAu9BGLP,kyoto.x7010x,2 people,1368
BzdSwLxp8Ci,theglamroomkc,one or more people,3
BzdSwFgJJ1y,muhammedcimen13,text,49
BzdSvZ3DMbI,karol_stefan1,one or more people and closeup,16
BzdSvfangRt,travelbypatrizia,"ocean, sky, outdoor, nature and water",11
BzdSvV-HuEV,piyamrball,one or more people,35
BzdSuranQst,easybarau,indoor,17
BzdSuj9JZL9,kaamilamaciel,"one or more people, selfie and closeup",42
BzdSuLEoli2,ethafakit,text,6
BzdStL9Fdow,hy_o__jin_e,one or more people and closeup,25
BzdSskfhE1P,jeanasis_hepfive,one or more people and people standing,31
BzdSsVyFoQP,vessmakeup_,one or more people and closeup,6
BzdSrwOjs2R,dexomg,"one or more people, people eating, baby, closeup and food",15
BzdSq9Clhht,iamgiaky,"one or more people, people standing and beard",11
BzdSqz6ogI3,stephanie_krenn,one or more people and closeup,5
BzdSnqHpeSW,l_eul.photo,"sky, tree, outdoor, nature and water",28
BzdSf_-FgLR,undeliveredpostcards,"one or more people, crowd, sky, concert and outdoor",18
BzdScOflR5o,mitchfromthe6ix,dog and indoor,12
BzdL9u4HYuy,xi_iix_ii,"one or more people, people sitting and shoes",138
BzdHpKKBaUC,artchefotografia,one or more people and closeup,8
Bzc3jjKlo4U,adhubbing,text,14
BzcFVrhFJoh,miyoshiya_osaka,table and indoor,128
BzY44j5ouYM,justrealthingss,text,19
ByxZv4CBS0b,seigo_79,food,216
ByX0cB6JNRB,yu_ta_1017,"one or more people, sky and outdoor",45
Bu8b1E5la5b,qurtobajbr,food and indoor,33
BJVjHjODIvY,zaccaria_dark,1 person,10
BzcyX-7ok40,___moonlight____________,"one or more people, selfie and closeup",94
Bai8JiThBho,kyoto.x7010x,1 person,1435
BzdSvbNJHhL,chi_gon.09.03,one or more people,20
BzdSvP2nOKk,akku_almaty,"one or more people, closeup and indoor",19
BzdSvQ_BhZF,sweekeong81,indoor,9
BzdSvAqJKZU,quotesthatwords,text,4
BzdSuzwH7Np,shoopplusnail,one or more people and closeup,11
BzdSu2YlmBc,positron.piercer,"sky, ocean, outdoor, water and nature",29
BzdStBNH4vE,geshaalburo,one or more people and people sitting,14
BzdSsbyB5cD,veryrandombullshit,night,31
BzdSruulVu6,msu_0_0,food,10
BzdSJWMhJYP,thechildisthecurriculum,table,19
BzdSEgAHfBB,roro_787_ooo,one or more people,121
BzdRTaUhw7Q,e1rlindsay,one or more people and shoes,9
BzdJoXHBcnj,o6tesz.sho7,one or more people and closeup,61
BzdHIAQBdj8,terinashee,sky and outdoor,11
BzdESKypZap,leopold_ys,one or more people and indoor,109
Bzc0HWrl-db,princessviceo,"one or more people, people sitting and food",85
BzafSK-AiYP,iam_princesse_e,food,6
BzWxyoSHh3G,_blandon14,one or more people,133
BzUB0bUF99C,jae1_01,one or more people and night,610
BzRVfgQi6dd,tessacouture07,one or more people,102
BzAbPzPI0QP,___j_a_ck_y___,"one or more people, drink and outdoor",106
ByE6nBzh-DI,andranik_grig0ryan,"one or more people, people sitting and outdoor",364
BzdSul6JOc9,quotes_sahabat17,one or more people and text,143
BzdSugEFF7m,_.whipped.cream._,"one or more people, people standing, shoes, tree, plant, outdoor and nature",30
BzdSubWHSHj,dad.wilder,text,2423
BzdSsMgJuum,igersmoirax,outdoor,4
BzdSqsahWQk,i_want_to_play_srk,"one or more people, sunglasses and closeup",51
BzboNsKhg0I,jessgama_,one or more people and people standing,191
BzacURuAWQe,iris_cci,one or more people and people standing,45
BzXWiuTC-e1,dulcesteffy,one or more people and sunglasses,139
By3VdL8IJ0I,lizzie_felton,"one or more people, grass, outdoor and nature",363
BzdSuC_F4K5,alex_shayan,one or more people and closeup,2074
BzdSuDphxbf,suzuho8800,one or more people and indoor,110
BzdStqOnbub,theart_hairdesign,one or more people and wedding,332
BzQ3W6mIFdm,izabela.golonka,one or more people and drink,110
BxPpQbdAoBW,guianinarmz,"night, plant, outdoor and water",169
BlBNZZxHHft,malumachadooficial_,1 person,204
BzdSuT7nx68,indian_shoutout_20k,one or more people and outdoor,13
BzdSuTNH9D6,lorelai.isabel,one or more people and people sitting,11
BzdSuKXh9Rf,pletakappa,one or more people and people standing,20
BzdSuE3FJY1,vibrance_and_hue,"one or more people, shoes and outdoor",11
BzdStjxF2QE,formbella,one or more people and text,26
BzdStn_Fjxk,vikas_paswan_2105,"one or more people, people standing, tree and outdoor",20
BzdStQOpGjW,daniphotoreal,"one or more people, people standing and outdoor",13
BzdSs-JHWsF,mu_ch_ap_py,"one or more people, people standing, beard and outdoor",130
BzdSrxPloFp,2abracos,one or more people and beard,4
BzdSnu5BK7H,mxm_2828,dessert and food,33
BzdQxEjphhJ,na_gomo_oji,one or more people and basketball court,94
BzdIPmhoLa1,giusy14,indoor,31
BzdHhhMH1cj,apekshathelabel,one or more people and outdoor,38
Bzc8mf9HOxO,wa_ochan,one or more people,214
BzdStnKHqDp,carllakinz,one or more people and closeup,272
BzdStTZByXn,metodozargalio,"one or more people, people sitting and text",1022
BzdSs6lHx3q,cecibottaro,"one or more people, people standing and indoor",22
BzdSsUYIEKC,piechotowna,"one or more people, sky, cloud and outdoor",19
BzdSnXXp1UK,krm__otk,one or more people,78
BzdSfBcFXhR,makeupby.hanadi,one or more people and closeup,19
BzdSdAdBaE7,hadnehisgnin2,sky and outdoor,6
BzdSRZ8J2T4,marcomarentek,"one or more people, people walking, people standing, shoes, tree, beard and outdoor",264
BzdQokeJNND,vinhonda,one or more people and people standing,15
Bzc93ybHPRP,in_order_official,one or more people and people standing,2
Bzc1NN9i6Jh,rachelgreenrayo,sky and outdoor,32
BzcmPDLIvxo,lesbourgeoisbistro,"people sitting, drink, table and indoor",10
Bza6pXSjqic,curlymoroccans,"people smiling, one or more people, selfie and closeup",54
BzVnllklWsx,leonexemills,one or more people,167
BzU6OjEAhzW,ohye_zue,one or more people and closeup,85
By7xeY_lfYo,ra.emina,"one or more people, people sitting and outdoor",721
BxCcnBEFz0n,sofia_bandini,one or more people and people sitting,31
Bwu6x2HlDPb,maramare0076,"2 people, outdoor",54
BvyosDnpivb,rene_bln_83,"one or more people, sky, ocean, outdoor and nature",988
BulFkGcn8l-,eriminiontan,food,36
Bt0WzKVjGFi,trip.n.photography_passion,"one or more people, ocean, sky, skyscraper, outdoor and water",408
BgtqhdZFLTI,elisabethpagu,"1 person, shoes, sky, child, tree, outdoor and nature",319
BbRov5thwev,kyoto.x7010x,6 people,1333
BzdSs-phTAz,_spellbind__,"one or more people, people standing, sky, mountain, ocean, cloud, nature, outdoor and water",34
BzdSsyLheZW,enjoymeckpom,outdoor and nature,20
BzdSsggJVV8,blogdbia_,"one or more people, sunglasses and closeup",12
BzdSsVpHuaH,nizam__mohammed,one or more people and people standing,50
BzdSsTllQvC,naijasquare,text,38
BzdSr61IgG9,noemapini,one or more people,15
BzdSqTBn3zs,gooreumharu,one or more people and selfie,94
BzdSqLZhMHP,09_13s2,one or more people,55
BzdSp2IJPjP,viewsbykv,"one or more people, sky, cloud and outdoor",13
BzdSpobH7sx,option_jp,"one or more people, motorcycle and outdoor",8
BzdSn8LFtNv,2_r_k_a_h,one or more people,15
BzdSkduHF3_,jyotikadhingra_,one or more people and people standing,159
BzdSV9Gpf-G,iammaxo,one or more people,10
BzdOOZYFR72,cardin_o,"one or more people, selfie, hat, beard, closeup and outdoor",16
Bzc_2ysIHX4,thelifeofmiina,"one or more people, drink, outdoor and closeup",103
Bzc9k_GFnTq,mathieulanglois.0613,"one or more people, sky, beard, sunglasses, cloud, outdoor and closeup",19
BzcQphbFd7w,ju9_21,indoor,151
Bza8IlznLdV,chri.3lia,one or more people and outdoor,203
BzT6q2Rixo9,tessacouture07,one or more people,77
BzI-FloHw6R,ms_photographs_,"one or more people, child, sky, grass, outdoor and nature",2
By-Lac3IZAr,nonebrand.2018,"one or more people, hat and closeup",15
BvkR5MwAOuv,ada_stepien,"1 person, selfie, closeup and indoor",89
Bu8cMBklR0w,qurtobajbr,food and indoor,30
BtGsUhThRPk,zevik11111111,"dog, tree, outdoor, nature and water",3365
BzYi2HOIS0b,littleflamantrose,sky and outdoor,186
BzdSrrSnIPb,kuno._.cha,one or more people,9
BzdSrE-JGyc,mashutiki,"one or more people, child and closeup",40
BzdSq9MpsbT,iam_eljolee,text,11
BzdSqsop7ZZ,zencloud,"cloud, sky, grass, plant, tree, bridge, outdoor and nature",13
BzdSom9haqy,nuskin_samantha.rose,food and indoor,10
BzdSnBKImNC,francesco_capa11,one or more people and people standing,50
BzdSmhshwIU,meliaa_21,"sky, outdoor and nature",15
BzdSmPYFCkN,statesidefitnessclub,one or more people,10
BzdSi0-hEqx,samantha_pscheidt,one or more people and indoor,13
BzdSXe-oyzC,nataligrigoriou,"one or more people, people sitting and indoor",161
BzdNwrsD3OZ,poi.poi.ai,text,118
BzdJO1SDPTK,ohye_zue,"one or more people, people standing and outdoor",38
BzckHiXHFNm,sh_sh_nk_shetty,one or more people and outdoor,84
BzbWm6HHnaf,yogatimewithpaige,"one or more people, people standing, sky, outdoor, water and nature",79
BzYZPWzBdy2,perolasouzzza,"one or more people, people standing and shoes",311
BzXRcPxDJrY,_minion_ishu_,"flower, plant and nature",78
BzVoqUUFBM2,gaeul_8,one or more people and closeup,153
BzI-NzvHG6x,ms_photographs_,"one or more people, sky, grass, outdoor, nature and closeup",4
Bxsy8fFpwJw,gotogetherbr,sky and outdoor,650
BxPpFnqgYod,guianinarmz,"plant, flower, sky, outdoor and nature",168
BxPpFnqgYod,guianinarmz,"plant, flower, sky, outdoor and nature",168
BzdSrr5HiLD,madokcalcados,shoes and text,70
BzdSrqIHH4O,mood_do_dia,text,12
BzdSrhallWi,phiadigital,one or more people,12
BzdSrL1Hb8f,espacoanimalsumare,text,52
BzdSrL1Hb8f,espacoanimalsumare,text,52
BzdSq38BLEv,ceschiniphotography,"one or more people, shoes, child, crowd and outdoor",190
BzdSoyXhzc0,petitemcakery,fruit and food,17
BzdSoyXhzc0,petitemcakery,fruit and food,17
BzdSoszHbCZ,mimamoca,one or more people and people standing,28
BzdSjFansy9,joselujambio_signature,text,13
BzdScu8INNl,planespotting.austria,"airplane, sky and outdoor",28
BzdSUHBJzAc,fabianmartini,"one or more people, ocean, sky, mountain, outdoor, water and nature",10
BzauRTQDprt,lauravacusa,"bicycle, sky, tree and outdoor",136
BzajWZNhuvH,scelal0102,one or more people and outdoor,49
BzaXyVKCwDt,francescofilangeriug,"one or more people, people sitting, sunglasses and closeup",24
BzYHRdwngcS,sfwinecru,drink and indoor,133
BzYHRdwngcS,sfwinecru,drink and indoor,133
BzNtsRLJJAQ,j.ingyi,"ocean, cloud, sky, twilight, outdoor, water and nature",55
BzI-PPmnwpH,ms_photographs_,"one or more people, people standing, tree and outdoor",5
By-9JiRg7Ow,gnoiser_music,one or more people,46
By9slRpl8fF,ra.emina,one or more people and closeup,543
Bv4ZAq9JB__,rene_bln_83,"2 people, outdoor and nature",914
BboHYMjhKZu,kyoto.x7010x,6 people,1467
BzdSlcXBBIy,____xx__p,drink and outdoor,20
BzdSq0XnLmp,ammi__1217,dessert and food,11
BzdSqrVjuJf,_much__love,text,17
BzdSqoWHhPe,kunwarsa_143,one or more people and outdoor,51
BzdSqjthupp,sparklingrhythms,"coffee, coffee cup and drink",13
BzdSqlBHBBI,asyanaa01,"one or more people, people sitting and people sleeping",19
BzdSqlBHBBI,asyanaa01,"one or more people, people sitting and people sleeping",19
BzdSqfYHISI,noturregulargirl,"one or more people, selfie and closeup",22
BzdSqOKnUF7,feijoadadodomingo,food,4
BzdSpqCH0Vi,maika0309rnm,one or more people,77
BzdSplZh6aq,hymr_i,drink and food,50
BzdSpA8hlv5,worley_sassy,text,7
BzdSon2nuvZ,si_a_0517,one or more people and closeup,11
BzdSNBfhtGS,j.minvely,"one or more people, selfie and closeup",16
BzdSNBfhtGS,j.minvely,"one or more people, selfie and closeup",16
BzdOsQohw9G,doooohyun1,one or more people and selfie,16
BzdOsQohw9G,doooohyun1,one or more people and selfie,16
BzdONDlJRoA,katg.waddell,"one or more people, shoes and outdoor",442
BzdIhw8npCC,jungeun2_99,night,127
Bzc815ul-Kt,goldpaperlotus,one or more people and closeup,47
BzcjCcZFlkU,yeonxn,"one or more people, selfie, closeup and indoor",67
BzWfRVPC1Mz,tessacouture07,one or more people and closeup,66
BykjUe9IXdL,roberta_ruggieri_,outdoor and water,215
Bx5lDfIAQiP,shivanimakwana__,one or more people and closeup,42
Bxtwx77ByZm,l_ch_y,"one or more people, people standing, mountain, sky, cloud, outdoor and nature",199
BwWwAWQAIcZ,hairul_nurung,"10 people, people standing",138
BzdSqFWpTAo,kero_photographer3,"one or more people, ocean and outdoor",126
BguAyltleUS,elisabethpagu,"tree, plant, bridge, outdoor, nature and water",418
BguAyltleUS,elisabethpagu,"tree, plant, bridge, outdoor, nature and water",418
BzdSqJPnejb,dell_sozza,"one or more people, people standing, ocean, sky, outdoor, water and nature",21
BzdSqH1nXGu,cheesyproduction,one or more people and text,6
BzdSpwsh_xB,virgs_fonseca1,one or more people,28
BzdSpwsh_xB,virgs_fonseca1,one or more people,28
BzdSpZjBH2U,inspiration.minded,text that says '@inspiration.minded Perseverance is failing 19 times and succeeding the 20th.',17
BzdSpdDJ6om,aladdin__03,"one or more people, people sitting and sunglasses",82
BzdSpWthhOF,quehacerenquincena,food,16
BzdSpRVnsJi,yeonju2235,one or more people and people sitting,15
BzdSo90FCBT,max.galarza,one or more people,29
BzdSnttn9xy,ty_tha_barber_,text that says 'Ever spent money so fast you thought you lost some of it',7
BzdSndjHybn,grewalcentermd,ocean and sky,8
BzdSmcFn1DN,pavan__valentine,"one or more people, people sitting and outdoor",100
BzdSbOXJV1r,krm__otk,one or more people,85
BzdSWy6BPnd,mmargarettegd,outdoor,32
BzdRuv8D7Un,bee_unique_frag,jewelry,10
BzcLwr6jGVU,aaayyyuuu0o0,"plant, sky and outdoor",44
BzRhhEwhewC,pmarce10,night,188
BzI2XlOhmCk,yosoyryanrios,food,41
ByJii9iFyXo,vandovedriyan,"one or more people, people sitting and phone",5
BatxGy-BN33,theprince_cif,1 person,43
BzdSpfzJZ7d,toni_guy_essensual_nanganallur,one or more people and text,18
BzdSpbiJwAR,roolp_carol,one or more people and closeup,15
BzdSo9xjAgM,asif06___,"one or more people, people standing and outdoor",80
BzdSmThnX6X,thedomesticrebel,dessert and food,78
BzdSlHPDXSz,a_styling.030,one or more people,14
BzdShyWlGWj,dorago03,"people sitting, table and indoor",33
BzdR6e2l9cC,restaurantetoto,food,14
Bzb386ShrCG,pwmlln_,"one or more people, plant, outdoor and nature",76
BzOoAEio3Vw,evanillaart,one or more people,274
Bwt28h9Flrl,_minjeong_1230_,1 person,1339
BcbRW6pBife,kyoto.x7010x,2 people,1125
BzdSpenHvWz,fa_rouk_11,"one or more people, people standing and outdoor",64
BzdSpenHvWz,fa_rouk_11,"one or more people, people standing and outdoor",64
BzdSpUkpWkf,malkozaine,"cloud, sky, outdoor and nature",8
BzdSm3XnPet,__highonfood__,indoor,10
BzdSpD8l0Bb,darkdreamerphotography,one or more people,11
BzdSoDSF6jx,minhyusk,"one or more people, selfie and closeup",9
BzdSnRnHFWV,jleitepneus,car and outdoor,10
BzdSmmKhm5i,karterdesigns,indoor,138
BzdSjxioaPY,gmaresu,outdoor and water,34
BzdSe4tFPqC,xxxtal,outdoor and water,8
BzdSZhzIbs8,donomar_11,"one or more people, people standing, shoes, sky and outdoor",10771
BzdSUMTpkoN,fabianempresamb,"one or more people, ocean, sky, mountain, outdoor, water and nature",12
BzdQle5jG46,eventingbarcatering,"one or more people, people sitting, drink, beard, tree, table, plant, outdoor and indoor",29
Bzc1HM0H7Zp,ninikomikelaishvili,"one or more people, phone, drink and closeup",13
Bzc1HM0H7Zp,ninikomikelaishvili,"one or more people, phone, drink and closeup",13
BzQGL65naT3,elvisesau,one or more people,30
BzDl51mnNMI,sfwinecru,drink,219
ByqcZxLiF6p,audrey_lucia_marcella,"one or more people, people standing and indoor",620
ByPOMP7B_5m,andranik_grig0ryan,one or more people,590
Bxt1WnlAyfG,lagonoblue,flower,834
Bu8ck-HlXlS,qurtobajbr,food and indoor,43
Bu8ck-HlXlS,qurtobajbr,food and indoor,43
BzdSoniFgg2,ypvnova,text,8
BzdSoifJOTc,lezarphotography,"sky, outdoor and nature",175
BzdSoYtJ3nE,framesquarestudio,one or more people and people standing,9
BzdSnsMJYSM,brunocortesramirez,"one or more people, closeup and indoor",9
BzdSmzrlWqc,253kg,"one or more people, closeup and indoor",24
BzdSljknO1u,natminfitness,text,19
BzdSktbJQPm,julie.fashion.19,shoes,5
BzdSkWUHZyy,girlmomgoals,food,7
BzdSeSoB1su,rj_vicente,"sky, ocean, cloud, mountain, nature and outdoor",4
BzdSOiHBD6E,hyuo_o_03,one or more people and closeup,8
BzdQEW_Fksp,__lovgg_,indoor,57
Bzc1rIQjAnK,danielkniightsfit,one or more people and people standing,55
BzbdmkggmP1,ek_aur_ajooba_19,"one or more people, people standing and outdoor",74
BzbF3x2nYPD,alexderzhavin,outdoor,14
BzaTsQUCl1v,camille.arif,"sky, tree, cloud and outdoor",38
BzY9WcGCHTr,tessacouture07,one or more people,48
BzWEdUAlWUb,milathemittelspitz,"dog, outdoor and nature",40
BzNR1z6hPNA,_p3jimm,one or more people and people standing,84
BuAW30kDxMk,trip.n.photography_passion,"one or more people, tree, sky, snow, outdoor and nature",269
BzdSn-BHzyf,medinemin_mutfagindan,"drink, nature and outdoor",12
BzdSn-BHzyf,medinemin_mutfagindan,"drink, nature and outdoor",12
BzdSn_8JPkw,barredohann,"one or more people, baby and closeup",13
BzdSnbMnOYu,kika_8410,one or more people and closeup,18
BzdSEC8DrRx,douzemodafeminina,one or more people and people standing,401
BzbBZCHHgPg,uviclicks,sky and outdoor,135
BzaWtkCnAVm,ayukpitria,"one or more people, people standing, tree, outdoor and nature",73
BzaJB6LCxCt,pepper.baby_06,"one or more people, people sitting and shoes",67
BzUOe9RHvjV,yejin3.3,"tree, mountain, outdoor, nature and water",91
BzTuohOJ_KF,photography_byjovita,"sky, cloud, mountain, outdoor and nature",83
BzJU7OLlnbi,bald.38,"one or more people, people standing, outdoor and water",110
BzIoDQFp2NM,____.a_a._,one or more people,838
BzdSnzohGE0,jules.kae,shoes and hat,9
BzdSnwMnDp0,rldyal_rin,one or more people and text,15
BzdSnVZn86K,f_colle_b2__,one or more people and indoor,16
BzdSnVZn86K,f_colle_b2__,one or more people and indoor,16
BzdSnMVFDK-,enguzelcayneredeicilir,"mountain, outdoor and nature",74
BzdSnKSJkUO,lead_n_inspire,one or more people and text,28
BzdSnDFlICW,cassiemomof2_,flower and text,1070
BzdSkLOlwJs,beys.gumus,"one or more people, jewelry and closeup",11
BzdSjFYHpov,beefriendsblog,one or more people,33
BzdPStEnFJ6,beautybyholls6,"people smiling, one or more people and closeup",6
BzZfnpBg6g_,eastmeetswest1833,one or more people,22
BzWZf4MHJJL,ms_photographs_,"cloud, sky, tree, grass, plant, outdoor, nature and water",6
BzWZf4MHJJL,ms_photographs_,"cloud, sky, tree, grass, plant, outdoor, nature and water",6
BzSRFMdFotB,ra.emina,one or more people and closeup,402
By0lvAfIfIY,lizzie_felton,outdoor,550
Bya1HhXA5yF,maicown_baiak.cwb,"one or more people, sunglasses and closeup",153
Bx0CXDdA1ng,shivanimakwana__,one or more people,32
BxN3_bRAlkz,guianinarmz,"outdoor, water and nature",175
BwEfNwFJ4HO,rene_bln_83,"1 person, standing, sky, outdoor and nature",783
BvjjZ20j_SU,harryofficial09,"2 people, people playing musical instruments, guitar and outdoor",53
Bu8c4B_Fu1L,qurtobajbr,food and indoor,40
BnFtQ6XBB_n,javedkhan_06,text,7
BgWF6s-gDgk,ekk_cutting,"sky, cloud and outdoor",179
BeK3FgNhGNm,kyoto.x7010x,"47 people, people standing and indoor",1175
BzdSmiYFkae,foodtravelwinenatureaddict,dessert and food,8
BzdSmZyHEqc,joaoeduardo.dudu,"one or more people, child and closeup",8
BzdC6-7JH1O,seulow__,dog and outdoor,13
By7cDAdHXVG,novitarizkaw,"sky, outdoor and nature",61
BtHAQQ4BXco,zevik11111111,"dog, tree, outdoor and nature",3927
BtHAQQ4BXco,zevik11111111,"dog, tree, outdoor and nature",3927
BzdSmzAHX16,abhishikta_sarkar,"one or more people, sunglasses, selfie and closeup",18
BzdSmiCB87f,ashush_art,sky and outdoor,27
BzdSmiCB87f,ashush_art,sky and outdoor,27
BzdSlDph0dX,_un.fiore_,one or more people,101
BzdSkv9jnFu,fizza426,food and outdoor,21
BzdSkKnl0-i,thegreenh0useacademy,one or more people and selfie,15
BzdSkKDJx-D,daniphotoreal,"one or more people, people standing and outdoor",5
